YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2002,3,WI,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"57,707"
2002,3,WI,"Combined Heat and Power, Industrial Power",Other Biomass,376
2002,3,WI,"Combined Heat and Power, Industrial Power",Total,"205,167"
2002,3,WV,Total Electric Power Industry,Coal,"7,630,063"
2002,3,WV,Total Electric Power Industry,Petroleum,"40,876"
2002,3,WV,Total Electric Power Industry,Natural Gas,"22,448"
2002,3,WV,Total Electric Power Industry,Other Gases,"14,333"
2002,3,WV,Total Electric Power Industry,Hydroelectric Conventional,"117,150"
2002,3,WV,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2002,3,WV,Total Electric Power Industry,Other Biomass,49
2002,3,WV,Total Electric Power Industry,Other,"3,091"
2002,3,WV,Total Electric Power Industry,Total,"7,828,010"
2002,3,WV,"Electric Generators, Electric Utilities",Coal,"4,996,106"
2002,3,WV,"Electric Generators, Electric Utilities",Petroleum,"39,204"
2002,3,WV,"Electric Generators, Electric Utilities",Natural Gas,390
2002,3,WV,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"25,143"
2002,3,WV,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2002,3,WV,"Electric Generators, Electric Utilities",Other Biomass,0
2002,3,WV,"Electric Generators, Electric Utilities",Other,"3,091"
2002,3,WV,"Electric Generators, Electric Utilities",Total,"5,063,934"
2002,3,WV,"Electric Generators, Independent Power Producers",Coal,"2,513,657"
2002,3,WV,"Electric Generators, Independent Power Producers",Petroleum,225
2002,3,WV,"Electric Generators, Independent Power Producers",Natural Gas,"14,940"
2002,3,WV,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"38,579"
2002,3,WV,"Electric Generators, Independent Power Producers",Total,"2,567,401"
2002,3,WV,"Combined Heat and Power, Electric Power",Coal,"37,727"
2002,3,WV,"Combined Heat and Power, Electric Power",Natural Gas,0
2002,3,WV,"Combined Heat and Power, Electric Power",Total,"37,727"
2002,3,WV,"Combined Heat and Power, Industrial Power",Coal,"82,573"
2002,3,WV,"Combined Heat and Power, Industrial Power",Petroleum,"1,447"
2002,3,WV,"Combined Heat and Power, Industrial Power",Natural Gas,"7,118"
2002,3,WV,"Combined Heat and Power, Industrial Power",Other Gases,"14,333"
2002,3,WV,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"53,428"
2002,3,WV,"Combined Heat and Power, Industrial Power",Other Biomass,49
2002,3,WV,"Combined Heat and Power, Industrial Power",Total,"158,948"
2002,3,WY,Total Electric Power Industry,Coal,"3,799,750"
2002,3,WY,Total Electric Power Industry,Petroleum,"2,926"
2002,3,WY,Total Electric Power Industry,Natural Gas,"56,113"
2002,3,WY,Total Electric Power Industry,Hydroelectric Conventional,"32,514"
2002,3,WY,Total Electric Power Industry,Wind,"35,100"
2002,3,WY,Total Electric Power Industry,Other,"7,168"
2002,3,WY,Total Electric Power Industry,Total,"3,933,571"
2002,3,WY,"Electric Generators, Electric Utilities",Coal,"3,779,271"
2002,3,WY,"Electric Generators, Electric Utilities",Petroleum,"2,830"
2002,3,WY,"Electric Generators, Electric Utilities",Natural Gas,"19,217"
2002,3,WY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"32,514"
2002,3,WY,"Electric Generators, Electric Utilities",Wind,"2,112"
2002,3,WY,"Electric Generators, Electric Utilities",Total,"3,835,944"
2002,3,WY,"Electric Generators, Independent Power Producers",Natural Gas,"13,718"
2002,3,WY,"Electric Generators, Independent Power Producers",Wind,"32,988"
2002,3,WY,"Electric Generators, Independent Power Producers",Total,"46,706"
2002,3,WY,"Combined Heat and Power, Industrial Power",Coal,"20,479"
2002,3,WY,"Combined Heat and Power, Industrial Power",Petroleum,96
2002,3,WY,"Combined Heat and Power, Industrial Power",Natural Gas,"23,178"
2002,3,WY,"Combined Heat and Power, Industrial Power",Other,"7,168"
2002,3,WY,"Combined Heat and Power, Industrial Power",Total,"50,921"
2002,3,US-TOTAL,Total Electric Power Industry,Coal,"151,485,651"
2002,3,US-TOTAL,Total Electric Power Industry,Petroleum,"8,217,375"
2002,3,US-TOTAL,Total Electric Power Industry,Natural Gas,"51,214,464"
2002,3,US-TOTAL,Total Electric Power Industry,Other Gases,"903,928"
2002,3,US-TOTAL,Total Electric Power Industry,Nuclear,"63,040,647"
2002,3,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,"21,008,813"
2002,3,US-TOTAL,Total Electric Power Industry,Wind,"852,102"
2002,3,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,"44,397"
2002,3,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,"2,960,789"
2002,3,US-TOTAL,Total Electric Power Industry,Geothermal,"1,244,968"
2002,3,US-TOTAL,Total Electric Power Industry,Other Biomass,"1,251,775"
2002,3,US-TOTAL,Total Electric Power Industry,Pumped Storage,"-684,133"
2002,3,US-TOTAL,Total Electric Power Industry,Other,"1,008,234"
2002,3,US-TOTAL,Total Electric Power Industry,Total,"302,549,011"
2002,3,US-TOTAL,"Electric Generators, Electric Utilities",Coal,"118,374,499"
2002,3,US-TOTAL,"Electric Generators, Electric Utilities",Petroleum,"5,087,773"
2002,3,US-TOTAL,"Electric Generators, Electric Utilities",Natural Gas,"16,418,631"
2002,3,US-TOTAL,"Electric Generators, Electric Utilities",Other Gases,"14,929"
2002,3,US-TOTAL,"Electric Generators, Electric Utilities",Nuclear,"42,230,182"
2002,3,US-TOTAL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"19,009,941"
2002,3,US-TOTAL,"Electric Generators, Electric Utilities",Wind,"17,298"
2002,3,US-TOTAL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,280
2002,3,US-TOTAL,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"67,320"
2002,3,US-TOTAL,"Electric Generators, Electric Utilities",Geothermal,"105,684"
2002,3,US-TOTAL,"Electric Generators, Electric Utilities",Other Biomass,"63,130"
2002,3,US-TOTAL,"Electric Generators, Electric Utilities",Pumped Storage,"-596,611"
2002,3,US-TOTAL,"Electric Generators, Electric Utilities",Other,"39,537"
2002,3,US-TOTAL,"Electric Generators, Electric Utilities",Total,"200,832,592"
2002,3,US-TOTAL,"Electric Generators, Independent Power Producers",Coal,"28,859,502"
2002,3,US-TOTAL,"Electric Generators, Independent Power Producers",Petroleum,"2,207,177"
2002,3,US-TOTAL,"Electric Generators, Independent Power Producers",Natural Gas,"15,524,149"
2002,3,US-TOTAL,"Electric Generators, Independent Power Producers",Other Gases,"10,170"
2002,3,US-TOTAL,"Electric Generators, Independent Power Producers",Nuclear,"20,810,465"
2002,3,US-TOTAL,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"1,721,803"
2002,3,US-TOTAL,"Electric Generators, Independent Power Producers",Wind,"834,804"
2002,3,US-TOTAL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"44,117"
2002,3,US-TOTAL,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"572,243"
2002,3,US-TOTAL,"Electric Generators, Independent Power Producers",Geothermal,"1,139,284"
2002,3,US-TOTAL,"Electric Generators, Independent Power Producers",Other Biomass,"872,358"
2002,3,US-TOTAL,"Electric Generators, Independent Power Producers",Pumped Storage,"-87,522"
2002,3,US-TOTAL,"Electric Generators, Independent Power Producers",Other,"492,846"
2002,3,US-TOTAL,"Electric Generators, Independent Power Producers",Total,"73,001,396"
2002,3,US-TOTAL,"Combined Heat and Power, Electric Power",Coal,"2,490,026"
2002,3,US-TOTAL,"Combined Heat and Power, Electric Power",Petroleum,"531,162"
2002,3,US-TOTAL,"Combined Heat and Power, Electric Power",Natural Gas,"11,932,589"
2002,3,US-TOTAL,"Combined Heat and Power, Electric Power",Other Gases,"135,373"
2002,3,US-TOTAL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"136,455"
2002,3,US-TOTAL,"Combined Heat and Power, Electric Power",Other Biomass,"158,139"
2002,3,US-TOTAL,"Combined Heat and Power, Electric Power",Other,"104,645"
2002,3,US-TOTAL,"Combined Heat and Power, Electric Power",Total,"15,488,390"
2002,3,US-TOTAL,"Combined Heat and Power, Commercial Power",Coal,"84,219"
2002,3,US-TOTAL,"Combined Heat and Power, Commercial Power",Petroleum,"31,949"
2002,3,US-TOTAL,"Combined Heat and Power, Commercial Power",Natural Gas,"338,116"
2002,3,US-TOTAL,"Combined Heat and Power, Commercial Power",Other Gases,3
2002,3,US-TOTAL,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,"1,047"
2002,3,US-TOTAL,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,"1,113"
2002,3,US-TOTAL,"Combined Heat and Power, Commercial Power",Other Biomass,"74,892"
2002,3,US-TOTAL,"Combined Heat and Power, Commercial Power",Other,"41,386"
2002,3,US-TOTAL,"Combined Heat and Power, Commercial Power",Total,"572,725"
2002,3,US-TOTAL,"Combined Heat and Power, Industrial Power",Coal,"1,677,405"
2002,3,US-TOTAL,"Combined Heat and Power, Industrial Power",Petroleum,"359,314"
2002,3,US-TOTAL,"Combined Heat and Power, Industrial Power",Natural Gas,"7,000,978"
2002,3,US-TOTAL,"Combined Heat and Power, Industrial Power",Other Gases,"743,453"
2002,3,US-TOTAL,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"276,022"
2002,3,US-TOTAL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"2,183,658"
2002,3,US-TOTAL,"Combined Heat and Power, Industrial Power",Other Biomass,"83,255"
2002,3,US-TOTAL,"Combined Heat and Power, Industrial Power",Other,"329,820"
2002,3,US-TOTAL,"Combined Heat and Power, Industrial Power",Total,"12,653,905"
2002,4,AK,Total Electric Power Industry,Coal,"43,484"
2002,4,AK,Total Electric Power Industry,Petroleum,"69,662"
2002,4,AK,Total Electric Power Industry,Natural Gas,"313,978"
2002,4,AK,Total Electric Power Industry,Hydroelectric Conventional,"111,309"
2002,4,AK,Total Electric Power Industry,Wood and Wood Derived Fuels,81
2002,4,AK,Total Electric Power Industry,Other Biomass,871
2002,4,AK,Total Electric Power Industry,Total,"539,384"
2002,4,AK,"Electric Generators, Electric Utilities",Coal,"14,451"
2002,4,AK,"Electric Generators, Electric Utilities",Petroleum,"63,544"
2002,4,AK,"Electric Generators, Electric Utilities",Natural Gas,"250,169"
2002,4,AK,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"111,309"
2002,4,AK,"Electric Generators, Electric Utilities",Total,"439,473"
2002,4,AK,"Electric Generators, Independent Power Producers",Natural Gas,0
2002,4,AK,"Electric Generators, Independent Power Producers",Total,0
2002,4,AK,"Combined Heat and Power, Electric Power",Coal,"18,865"
2002,4,AK,"Combined Heat and Power, Electric Power",Petroleum,134
2002,4,AK,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,81
2002,4,AK,"Combined Heat and Power, Electric Power",Total,"19,080"
2002,4,AK,"Combined Heat and Power, Commercial Power",Coal,"10,168"
2002,4,AK,"Combined Heat and Power, Commercial Power",Petroleum,"2,069"
2002,4,AK,"Combined Heat and Power, Commercial Power",Total,"12,237"
2002,4,AK,"Combined Heat and Power, Industrial Power",Petroleum,"3,915"
2002,4,AK,"Combined Heat and Power, Industrial Power",Natural Gas,"63,809"
2002,4,AK,"Combined Heat and Power, Industrial Power",Other Biomass,871
2002,4,AK,"Combined Heat and Power, Industrial Power",Total,"68,595"
2002,4,AL,Total Electric Power Industry,Coal,"4,874,607"
2002,4,AL,Total Electric Power Industry,Petroleum,"19,185"
2002,4,AL,Total Electric Power Industry,Natural Gas,"979,746"
2002,4,AL,Total Electric Power Industry,Other Gases,"10,964"
2002,4,AL,Total Electric Power Industry,Nuclear,"2,309,008"
2002,4,AL,Total Electric Power Industry,Hydroelectric Conventional,"664,171"
2002,4,AL,Total Electric Power Industry,Wood and Wood Derived Fuels,"302,891"
2002,4,AL,Total Electric Power Industry,Other Biomass,"1,226"
2002,4,AL,Total Electric Power Industry,Other,135
2002,4,AL,Total Electric Power Industry,Total,"9,161,933"
2002,4,AL,"Electric Generators, Electric Utilities",Coal,"4,841,921"
2002,4,AL,"Electric Generators, Electric Utilities",Petroleum,"11,576"
2002,4,AL,"Electric Generators, Electric Utilities",Natural Gas,"871,971"
2002,4,AL,"Electric Generators, Electric Utilities",Nuclear,"2,309,008"
2002,4,AL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"664,171"
2002,4,AL,"Electric Generators, Electric Utilities",Total,"8,698,647"
2002,4,AL,"Electric Generators, Independent Power Producers",Natural Gas,"1,507"
2002,4,AL,"Electric Generators, Independent Power Producers",Total,"1,507"
2002,4,AL,"Combined Heat and Power, Electric Power",Coal,"13,520"
2002,4,AL,"Combined Heat and Power, Electric Power",Petroleum,22
2002,4,AL,"Combined Heat and Power, Electric Power",Natural Gas,17
2002,4,AL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"16,537"
2002,4,AL,"Combined Heat and Power, Electric Power",Other,0
2002,4,AL,"Combined Heat and Power, Electric Power",Total,"30,096"
2002,4,AL,"Combined Heat and Power, Industrial Power",Coal,"19,166"
2002,4,AL,"Combined Heat and Power, Industrial Power",Petroleum,"7,587"
2002,4,AL,"Combined Heat and Power, Industrial Power",Natural Gas,"106,251"
2002,4,AL,"Combined Heat and Power, Industrial Power",Other Gases,"10,964"
2002,4,AL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"286,354"
2002,4,AL,"Combined Heat and Power, Industrial Power",Other Biomass,"1,226"
2002,4,AL,"Combined Heat and Power, Industrial Power",Other,135
2002,4,AL,"Combined Heat and Power, Industrial Power",Total,"431,683"
2002,4,AR,Total Electric Power Industry,Coal,"2,101,920"
2002,4,AR,Total Electric Power Industry,Petroleum,"4,880"
2002,4,AR,Total Electric Power Industry,Natural Gas,"283,286"
2002,4,AR,Total Electric Power Industry,Nuclear,"874,937"
2002,4,AR,Total Electric Power Industry,Hydroelectric Conventional,"379,227"
2002,4,AR,Total Electric Power Industry,Wood and Wood Derived Fuels,"141,190"
2002,4,AR,Total Electric Power Industry,Other Biomass,430
2002,4,AR,Total Electric Power Industry,Other,"9,167"
2002,4,AR,Total Electric Power Industry,Total,"3,795,037"
2002,4,AR,"Electric Generators, Electric Utilities",Coal,"2,093,394"
2002,4,AR,"Electric Generators, Electric Utilities",Petroleum,"4,861"
